"","DBA","BUS NAME","BUSINESS ID","LOC NO","LOC NO SUFF","LOC PRE DIR","LOC STREET","LOC STREET TYPE","LOC UNIT TYPE","LOC APT","LOC CITY","LOC STATE","LOC ZIP","...14","BUS PHONE","EMAIL","address...17","lon","lat","address...20"
"333","FINELINE COLLISION","FINELINE COLLISION OF JOLIET INC","1835",2402,NA,NA,"MCDONOUGH","STREET","SUITE","4","JOLIET","IL","60436",NA,"779-206-4919","AMANDANELSON811@HOTMAIL.COM","2402 MCDONOUGH JOLIET IL 60436",-88.1410718,41.5146206,"2402 mcdonough st, joliet, il 60436, usa"
"334","FIREMAN TED'S SPORTS BAR & GRILL","HAMMERS XPRESS INC","2152",2771,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-725-4250","CFD203@GMAIL.COM","2771 BLACK JOLIET IL 60435",-88.1499909,41.5373228,"2771 black rd, joliet, il 60435, usa"
"335","FIRESTONE COMPLETE AUTO CARE","BRIDGESTONE RETAIL OPERATIONS","728",2521,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-254-5147",NA,"2521 PLAINFIELD JOLIET IL 60435",-88.149,41.5713229,"2521 plainfield rd, joliet, il 60435, usa"
"336","FIVE BELOW 701","FIVE BELOW INC","142",2721,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-254-1863","BUSINESS.LICENSING@FIVEBELOW.COM","2721 PLAINFIELD JOLIET IL 60435",-88.1547924,41.5775454,"2721 plainfield rd, joliet, il 60435, usa"
"337","FIVE GUYS BURGERS & FRIES 0599","FIVE GUYS OPERATIONS LLC","143",2694,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-267-3200","KELDRIDGE@FIVEGUYS.COM","2694 PLAINFIELD JOLIET IL 60435",-88.1561837,41.574967,"2694 plainfield rd, joliet, il 60431, usa"
"338","FIVE STAR AUTO REPAIR","FIVE STAR AUTO REPAIR","1803",800,NA,"EAST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-714-2367",NA,"800 JACKSON JOLIET IL 60432",-88.0622459,41.5311219,"800 e jackson st, joliet, il 60432, usa"
"339","FLEET SPECIALITY PAINTING","ORAM, DOUGLAS","1550",809,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-791-6083","FLEETSPECIALITYPAINTING@GMAIL.COM","809 CASS JOLIET IL 60432",-88.061864,41.5283837,"809 e cass st, joliet, il 60432, usa"
"340","FLOURISH JUICE CO","FLOURISH JUICE CO, INC","1881",3000,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-671-3537","FLOURISHJUICECO@GMAIL.COM","3000 JEFFERSON JOLIET IL 60435",-88.1556257,41.5217225,"3000 w jefferson st, joliet, il 60431, usa"
"341","FOR THE LOVE OF SOUL","FOR THE LOVE OF SOUL","2036",318,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-671-8117","TUKKEN8@AOL.COM","318 CHICAGO JOLIET IL 60436",-88.0810781,41.518157,"318 s chicago st, joliet, il 60433, usa"
"342","FOTO FANTASY INC","FOTO FANTASY INC","981",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"773-947-4077","TGAARE@EFOTOBOOTH.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"343","FOX RIVER FOODS INC","FOX RIVER FOODS","437",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-896-1991","BUSINESSLICENSE@PFGC.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"344","FOX VENDING","FOX VENDING INC","906",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-430-4600","JLFOX@FOXVENDING.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"345","FRANCO'S PIZZA","LOMBARDO & GARAY LLC","269",7174,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"815-823-9350","FRANCOLOMBARDO92@YAHOO.COM","7174 CATON FARM PLAINFIELD IL 60586",-88.2577725,41.563988,"7174 caton farm rd, plainfield, il 60586, usa"
"346","FRANKIE'S TAP","FRANKIE'S TAP INC","1962",2200,NA,NA,"RT 59",NA,"UNIT","6","PLAINFIELD","IL","60586",NA,"779-234-9916",NA,"2200 RT 59 PLAINFIELD IL 60586",-88.1995226,41.5611251,"2200 illinois rte 59, plainfield, il 60586, usa"
"347","FRESH THYME FARMERS MARKET","LAKES VENTURE LLC","1500",2700,NA,NA,"PLAINFIELD","ROAD","SUITE","C","JOLIET","IL","60435",NA,"815-733-4001","FTFMLICENSE@MEIJER.COM","2700 PLAINFIELD JOLIET IL 60435",-88.1582605,41.5744738,"2700 plainfield rd, joliet, il 60435, usa"
"348","FRIACOS MEXICAN GRILL & CANTINA","FRIACO'S MEXICAN GRILL & CANTINA LLC","374",1321,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"815-254-4866","C.ARECHIGA@YMAIL.COM","1321 RT 59 JOLIET IL 60431",-88.20027,41.5461557,"1321 illinois rte 59, plainfield, il 60586, usa"
"349","FRITO LAY INC 42950","FRITO-LAY INC","436",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"972-334-8677","SUSAN.K.HARDTKE@PEPSICO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"350","FRUITFUL YIELD INC 1127","NOW FOODS","141",2378,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-703-0345","JOE.FULCO@FRUITFULYIELD.COM","2378 ESSINGTON JOLIET IL 60435",-88.1615958,41.5649058,"2378 essington rd, joliet, il 60435, usa"
"351","FUENTE DE LA JUVENTUD","RUBIO, MARIA G","1877",368,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-791-3083","LUPEYFRAN_74@LIVE.COM","368 JEFFERSON JOLIET IL 60435",-88.0906486,41.5249608,"368 w jefferson st, joliet, il 60435, usa"
"352","FUN ZONE","JRB GAMES INC","2013",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-935-9169","JRBGAMES@YAHOO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"353","FUNFLATABLES","FUNFLATABLES FUN CENTERS INC","1608",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1168","JOLIET","IL","60431",NA,"815-254-5959","DEBDORSEY1@COMCAST.NET","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"354","FURNITURE & MORE","FURNITURE & MORE","1947",116,NA,"EAST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-582-3916","MALI6116@YAHOO.COM","116 JACKSON JOLIET IL 60432",-88.0784593,41.5315475,"116 e jackson st, joliet, il 60432, usa"
"355","FURRY BABIES","FURRY BABIES JOLIET INC","2064",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1240","JOLIET","IL","60431",NA,"815-577-9800","ASOSKIC21@GMAIL.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"356","G & J AUTO TECH","G & J AUTO TECH INC","730",1307,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-2683","GJAUTOTECH@YAHOO.COM","1307 COLLINS JOLIET IL 60432",-88.0729844,41.5486442,"1307 collins st, joliet, il 60432, usa"
"357","GAMESTOP 138","GAMESTOP INC","769",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1394","JOLIET","IL","60431",NA,"815-436-1025","RACHELWEBB@GAMESTOP.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"358","GAMESTOP 3255","GAMESTOP INC","788",1530,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"817-424-2000","LICENSINGANDSALESTAX@GAMESTOP.COM","1530 RT 59 JOLIET IL 60431",-88.1989947,41.5493935,"1530 illinois rte 59, plainfield, il 60586, usa"
"359","GAMESTOP 5588","GAMESTOP INC","151",2812,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"817-424-2000","LICENSINGANDSALESTAX@GAMESTOP.COM","2812 PLAINFIELD JOLIET IL 60435",-88.1587939,41.5767439,"2812 plainfield rd, joliet, il 60435, usa"
"360","GAMESTOP 6165","GAMESTOP INC","152",2410,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"817-424-2000","LICENSINGANDSALESTAX@GAMESTOP.COM","2410 JEFFERSON JOLIET IL 60435",-88.1422916,41.5216665,"2410 w jefferson st, joliet, il 60435, usa"
"361","GAMING & ENTERTAINMENT MNGMT - IL LLC","DELAWARE NORTH COMPANIES","1019",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-615-6840","SBOGUMIL@DELAWARENORTH.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"362","GARDEN FOOD","GARDEN FOOD INC","1396",1001,NA,NA,"WOODRUFF","ROAD",NA,NA,"JOLIET","IL","60432",NA,"815-726-7330","imranballout@yahoo.com","1001 WOODRUFF JOLIET IL 60432",-88.0585033,41.5465105,"1001 woodruff rd, joliet, il 60432, usa"
"363","GARDNER FOOD MART","GARDNER FOOD MART INC","167",1000,NA,NA,"GARDNER","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-722-4401","AMMAREID@COMCAST.NET","1000 GARDNER JOLIET IL 60433",-88.0780662,41.5053886,"1000 gardner st, joliet, il 60433, usa"
"364","GERALD AUTO SALES","FRATELLI AUTOS LLC","1907",314,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"708-307-3824","DBARTUCH@GMAIL.COM","314 LARKIN JOLIET IL 60436",-88.1239908,41.5163741,"314 s larkin ave, joliet, il 60436, usa"
"365","GILLO TIRES, INC","GILLO TIRES, INC","2177",1213,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-516-3235","EDWARDASSAM2015@GMAIL.COM","1213 BROADWAY JOLIET IL 60435",-88.0866031,41.5461996,"1213 n broadway st, joliet, il 60435, usa"
"366","GIORDANO'S OF PLAINFIELD","CARA SALES INC","71",2344,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-5900","AMY_CENTENO@HOTMAIL.COM","2344 RT 59 PLAINFIELD IL 60586",-88.1995371,41.5644043,"2344 illinois rte 59, plainfield, il 60586, usa"
"367","GIOVIC'S","GIOVIC'S INC","2041",2308,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-725-6000","GIOVANSREST@GMAIL.COM","2308 RT 59 PLAINFIELD IL 60586",-88.1985759,41.563664,"2308 illinois rte 59, plainfield, il 60586, usa"
"368","GLORIA JEANS COFFEE","MUDZI'S COFFEE INC","1927",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","9031","JOLIET","IL","60431",NA,"708-543-4679","CNRINC@SBCGLOBAL.NET","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"369","GNC 623","THE GENERAL NUTRITION CORP","714",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1094","JOLIET","IL","60431",NA,"815-439-1160","ROSEANNE-FABINA@GNC-HQ.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"370","GNC 7064","GNC #7064","1694",2312,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-439-7720","EOLAGNC@SBCGLOBAL.NET","2312 RT 59 PLAINFIELD IL 60586",-88.1985419,41.5637679,"2312 illinois rte 59, plainfield, il 60586, usa"
"371","GOLD RUSH GAMING","GOLD RUSH GAMING","2029",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"847-980-5577",NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"372","GOLDEN CORRAL 2470","HIMALAYAN ENTERPRISES - JOLIET LLC","169",2100,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-750-6142","HIMAENTERPRISE@YAHOO.COM","2100 JEFFERSON JOLIET IL 60435",-88.1318077,41.5218485,"2100 w jefferson st, joliet, il 60435, usa"
"373","GOLDEN DRAGON","GOLDEN DRAGON CHICAGO INC","1491",800,NA,NA,"WILCOX","STREET","UNIT","1","JOLIET","IL","60435",NA,"815-724-1698","GLACCESSORIESS@GMAIL.COM","800 WILCOX JOLIET IL 60435",-88.098561,41.538145,"800 wilcox st, joliet, il 60435, usa"
"374","GONNELLA BAKING CO","GONNELLA BAKING CO","435",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"312-733-2020","LKLASEN@GONNELLA.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"375","GONZALEZ AUTO SALES","GONZALEZ AUTO SALES INC","1460",550,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"630-674-5052","GONZALEZDEALS@GMAIL.COM","550 COLLINS JOLIET IL 60432",-88.0724218,41.5346679,"550 collins st, joliet, il 60432, usa"
"376","GONZALEZ AUTO SALES 2","GONZALEZ AUTO SALES INC 2","1421",222,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-674-5052","GONZALEZDEALS@GMAIL.COM","222 RUBY JOLIET IL 60435",-88.086355,41.537241,"222 ruby st, joliet, il 60435, usa"
"377","GONZALEZ FRESH PRODUCE","GONZALEZ FRESH PRODUCE LLC","2003",652,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-0444","GONZALEZFRESHPRODUCE@GMAIL.COM","652 COLLINS JOLIET IL 60432",-88.0724409,41.5366387,"652 collins st, joliet, il 60432, usa"
"378","GOOD RANCHERS LLC","GOOD RANCHERS LLC","2067",3340,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"832-244-7747","BEN@GOODRANCHERS.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"379","GOODWILL RETAIL SERVICES INC 74","GOODWILL INDUSTRIES OF SE WI INC","808",3084,NA,NA,"HENNEPIN","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-609-9740","ACCOUNTS.PAYABLE@GOODWILLSEW.COM","3084 HENNEPIN JOLIET IL 60431",-88.1565076,41.572808,"3084 hennepin dr, joliet, il 60431, usa"
"380","GOODYEAR COMMERICAL TIRE & SERVICE","THE GOODYEAR TIRE & RUBBER CO","1886",3301,NA,NA,"MOUND","ROAD",NA,NA,"JOLIET","IL","60436",NA,"330-796-4873","CATHY_NIXON@GOODYEAR.COM","3301 MOUND JOLIET IL 60436",-88.1626042,41.4934518,"3301 mound rd, joliet, il 60436, usa"
"381","GORDON FLESCH COMPANY INC","GORDON FLESCH COMPANY INC","989",1504,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-744-1414","CORP.ACCOUNTING@GFLESCH.COM","1504 ESSINGTON JOLIET IL 60435",-88.1603181,41.5494661,"1504 essington rd, joliet, il 60435, usa"
"382","GORDON FOOD SERVICE STORE MP166","GORDON FOOD SERVICE STORE LLC","153",2901,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-440-6796","LAURIE.HOOGERHYDE@GFS.COM","2901 JEFFERSON JOLIET IL 60435",-88.1537639,41.5226703,"2901 w jefferson st, joliet, il 60435, usa"
"383","GRAND BALLROOM AT JOLIET UNION STATION","JBM GOLF PROPERTIES LLC","1809",50,NA,"EAST","JEFFERSON","STREET","SUITE","201","JOLIET","IL","60432",NA,"815-254-7003","DBRADLEY@MISTWOODGC.COM","50 JEFFERSON JOLIET IL 60432",-88.08336,41.5246732,"50 w jefferson st, joliet, il 60432, usa"
"384","GREAT AMERICAN BAGEL","ZT ENTERPRISES INC","1184",1101,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-744-9630","TGROTOVSKY@GMAIL.COM","1101 ESSINGTON JOLIET IL 60435",-88.1615564,41.5417023,"1101 essington rd, joliet, il 60435, usa"
"385","GREAT LAKES COCA COLA DISTRIBUTION","GREAT LAKES COCA COLA DISTRIBUTION LLC","969",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"813-569-2600","BUSINESSLICENSES@REYESHOLDINGS.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"386","GREAT LAKES VENDING","GREAT LAKES VENDING CORPORATION","997",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-839-1500","WIN@ILLINOISGAMING.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"387","GREAT STEAK & POTATO 1304","REMA & SONS INC","715",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1434","JOLIET","IL","60431",NA,"815-430-7170","ASASWEIS@HOTMAIL.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"388","GREG'S BODY SHOP","BIZNESS INC","735",2221,NA,NA,"OAK LEAF","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-741-4244","MISSROSE@GREGSBODYSHOP.NET","2221 OAK LEAF JOLIET IL 60436",-88.1365735,41.5133769,"2221 oak leaf st, joliet, il 60436, usa"
"389","GROOT INDUSTRIES","WASTE CONNECTIONS INC","1032",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-485-0900","CGIMINO@GROOT.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"390","GUARDIAN'S TOUCH","GUARDIAN'S TOUCH LLC","2143",310,NA,"NORTH","HAMMES","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-641-3632","ASMIRELEZ@GMAIL.COM","310 HAMMES JOLIET IL 60435",-88.1315408,41.5283622,"310 n hammes ave, joliet, il 60435, usa"
"391","GUITAR CENTER 365","CT CORP","170",2785,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-577-6706","CLS-BLMS@WOLTERSKLUWER.COM","2785 PLAINFIELD JOLIET IL 60435",-88.1556312,41.5782921,"2785 plainfield rd, joliet, il 60435, usa"
"392","GULF FUEL & MINI MART","JOLIET FUEL & MINI MART INC","1619",334,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-740-0839","GOLO8605@GMAIL.COM","334 COLLINS JOLIET IL 60432",-88.0723019,41.531319,"334 collins st, joliet, il 60432, usa"
"393","HABANERO MEXICAN FINE CUISINE","RED HABANERO INC","1445",1508,NA,NA,"ESSINGTON","ROAD","SUITE","1","JOLIET","IL","60435",NA,"779-379-5260","1REDHABANERO@GMAIL.COM","1508 ESSINGTON JOLIET IL 60435",-88.1603181,41.5499343,"1508 essington rd, joliet, il 60435, usa"
"394","HAMBURGERSERIA","ETR COSMOS INC","1441",1015,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-725-2883","HAMBURGERSERIA@GMAIL.COM","1015 ESSINGTON JOLIET IL 60435",-88.1616421,41.5405233,"1015 essington rd, joliet, il 60435, usa"
"395","HAMILTON'S  SMALL ENGINE REPAIR","HAMILTON'S SMALL ENGINE REPAIR","350",611,NA,NA,"JOYCE","ROAD",NA,NA,"JOLIET","IL","60436",NA,"815-744-2929","HAMILTONSENGINE@YAHOO.COM","611 JOYCE JOLIET IL 60436",-88.1411745,41.511913,"611 joyce rd, joliet, il 60436, usa"
"396","HAMMER'S SPORTS BAR & GRILL","HAMMER'S XPRESS INC","116",2771,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-725-4250","PONY-XPRESS@ATT.NET","2771 BLACK JOLIET IL 60435",-88.1499909,41.5373228,"2771 black rd, joliet, il 60435, usa"
"397","HAMPTON INN JOLIET I - 80","UMIYA HOTEL VENTURES LLC","2076",1521,NA,NA,"RIVERBOAT CENTER","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-725-2424","DANPAUL123@HOTMAIL.COM","1521 RIVERBOAT CENTER JOLIET IL 60431",-88.1655324,41.4946127,"1521 riverboat center dr, joliet, il 60431, usa"
"398","HAMPTON INN JOLIET I-55","UMIYA HOTEL VENTURE TWO LLC","2108",3555,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"708-341-4930","APPATEL1118@GMAIL.COM","3555 MALL LOOP JOLIET IL 60431",-88.1713285,41.5804136,"3555 mall loop dr, joliet, il 60431, usa"
"399","HAPPY FALAFEL","HAPPY FALAFEL INC","2129",2119,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-782-7686","BBEIRAM@GMAIL.COM","2119 RT 59 PLAINFIELD IL 60586",-88.2011467,41.5604056,"2119 illinois rte 59, plainfield, il 60586, usa"
"400","HAROLD'S SHRIMP & CHICKEN","201 NORTH OTTAWA CORPORATION","2130",201,NA,"NORTH","OTTAWA","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-280-5290","GEORGEANDERSON0826@YAHOO.COM","201 OTTAWA JOLIET IL 60432",-88.0831931,41.5278809,"201 n ottawa st, joliet, il 60432, usa"
"401","HARRAH'S JOLIET CASINO","DESPLAINES DEVELOPMENT LTD PARTNERSHIP","388",151,NA,"NORTH","JOLIET","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-740-7258","dvanderover@harrahs.com","151 JOLIET JOLIET IL 60432",-88.084873,41.5269023,"151 n joliet st, joliet, il 60432, usa"
"402","HAUNTED TRAILS FAMILY FUN CENTER","FPS LLC","1561",1425,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-7800","FS8334W@GMAIL.COM","1425 BROADWAY JOLIET IL 60435",-88.0889461,41.549888,"1425 n broadway st, joliet, il 60435, usa"
"403","HAWK CHEVROLET - CADILLAC","WEST JEFF AUTO SALES LLC","1525",2001,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-725-7110","CRANEZOO@AOL.COM","2001 JEFFERSON JOLIET IL 60435",-88.1282236,41.5232737,"2001 w jefferson st, joliet, il 60435, usa"
"404","HAWK MAZDA","WEST JEFF AUTO SALES LLC","1526",2421,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"630-330-9397","MUISENGAJ@COMCAST.NET","2421 RT 59 PLAINFIELD IL 60586",-88.2044683,41.7989938,"2421 illinois rte 59, naperville, il 60563, usa"
"405","HAWK SUBARU","WEST JEFF AUTO SALES LLC","1527",2401,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"888-703-9653","jim@hawkauto.com","2401 RT 59 PLAINFIELD IL 60586",-88.2013126,41.5662373,"2401 illinois rte 59, plainfield, il 60586, usa"
"406","HAWK VOLKSWAGEN OF JOLIET","JOHAWK LLC","1430",2861,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-741-1100","CRANEZOO@AOL.COM","2861 JEFFERSON JOLIET IL 60435",-88.1528492,41.5228118,"2861 w jefferson st, joliet, il 60435, usa"
"407","HELZBERG DIAMONDS 623","HELZBERG DIAMOND SHOPS INC","709",2645,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"816-621-1275","GERI.REYNOLDS@US.GT.COM","2645 PLAINFIELD JOLIET IL 60435",-88.1545798,41.5750769,"2645 plainfield rd, joliet, il 60435, usa"
"408","HENRY ALES AUTOMOTIVE","HENRY ALES AUTOMOTIVE SPECIALISTS INC","349",1984,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-439-3990","HAPA66@SBCGLOBAL.NET","1984 ESSINGTON JOLIET IL 60435",-88.1608134,41.5580171,"1984 essington rd, joliet, il 60435, usa"
"409","HEROES WEST SPORTS GRILL","HEROES WEST LLC","118",1530,NA,NA,"COMMERCE","LANE",NA,NA,"JOLIET","IL","60431",NA,"815-725-1234","JOEPHW@GMAIL.COM","1530 COMMERCE JOLIET IL 60431",-88.1700714,41.4924769,"1530 commerce ln, joliet, il 60431, usa"
"410","HEY! HOT DOG","UEDELHOFEN, B J","180",601,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-5487","HEYHOTDOG1959@GMAIL.COM","601 RUBY JOLIET IL 60435",-88.0969642,41.5380798,"601 ruby st, joliet, il 60435, usa"
"411","HIBACHI SUSHI GRILL","JOLIET GRILL HOUSE, INC","1925",2904,NA,NA,"COLORADO","AVENUE",NA,NA,"JOLIET","IL","60431",NA,"815-439-9888","JAKEZHENG3@HOTMAIL.COM","2904 COLORADO JOLIET IL 60431",-88.1614121,41.5766395,"2904 colorado ave, joliet, il 60431, usa"
"412","HICKORY FARMS","HICKORY FARMS, LLC","2118",3340,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"630-455-9789","DIANA.RADZIK@HICKORYFARMS.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"413","HICKORY FARMS DISTRIBUTION CENTER","HICKORY FARMS, LLC","1232",2510,NA,NA,"HAVEN","AVENUE",NA,NA,"JOLIET","IL","60433",NA,"815-462-0274","DIANA.RADZIK@HICKORYFARMS.COM","2510 HAVEN JOLIET IL 60433",-88.021541,41.5092453,"2510 w haven ave # 1, joliet, il 60433, usa"
"414","HILLMAN GROUP","THE HILLMAN GROUP INC","924",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"623-707-0610",NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"415","HOBBY LOBBY 154","HOBBY LOBBY STORES INC","179",1400,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"405-745-1785","TAX_JURISDICTIONMAIL@HOBBYLOBBY.COM","1400 LARKIN JOLIET IL 60435",-88.1227324,41.5494069,"1400 n larkin ave, joliet, il 60435, usa"
"416","HOLE SHOT CUSTOMS","DM EAGLE SERVICES INC","2112",753,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-922-5398","EAGLESERVICES1@YAHOO.COM","753 BROADWAY JOLIET IL 60435",-88.0854581,41.5376749,"753 n broadway st, joliet, il 60435, usa"
"417","HOLIDAY INN & SUITES","JOLIET HI HOTELS LLC","1893",1471,NA,NA,"ROCK CREEK","BOULEVARD",NA,NA,"JOLIET","IL","60431",NA,"702-810-7620","GM@HIJOLIETHOTEL.COM","1471 ROCK CREEK JOLIET IL 60431",-88.171138,41.4954618,"1471 rock creek blvd, joliet, il 60431, usa"
"418","HOLLYWOOD CASINO JOLIET","HC JOLIET LLC","346",777,NA,NA,"HOLLYWOOD","BOULEVARD",NA,NA,"JOLIET","IL","60436",NA,"815-744-9400","BOBBI.KINGMAN@PNGGAMING.COM","777 HOLLYWOOD JOLIET IL 60436",-88.145328,41.479289,"hollywood casino & hotel joliet, 777 hollywood blvd, joliet, il 60436, usa"
