LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
700,THEODORE,JOLIET,IL,60435,ST JOSEPH PARK,36-2171046,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,MEMB
2224,JEFFERSON,JOLIET,IL,60435,O'REILLY AUTO PARTS 3400,86-0221312,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
312,COLLINS,JOLIET,IL,60432,O'REILLY AUTO PARTS 3408,86-0221312,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2123,RT 59,PLAINFIELD,IL,60586,CD ONE PRICE CLEANERS CD10,20-5397831,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
205,JACKSON,JOLIET,IL,60432,OUR LADY OF MT CARMEL,36-2971921,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
703,RICHARDS,JOLIET,IL,60433,IRVING ATHLETIC CLUB,36-2028306,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
124,STONE CITY,JOLIET,IL,60436,STONE CITY POST VFW 2199,36-2010389,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
1207,NICHOLSON,JOLIET,IL,60435,MORAN ATHLETIC  CLUB,36-1501500,COIN VENDING - AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,
250,FRONTAGE,JOLIET,IL,60431,B P O E JOLIET LODGE 296,36-0793016,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
578,JACKSON,JOLIET,IL,60432,J & S AUTO SHOP,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
3200,CHICAGO,JOLIET,IL,60436,LEVY PREMIUM FOODSERVICE RT 66 RACEWAY,36-4193277,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS K STADIUM,
875,LARKIN,JOLIET,IL,60435,AUTO ZONE 695,66-0557319,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
3555,MALL LOOP,JOLIET,IL,60431,HAMPTON INN - JOLIET 55,39-1800802,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
1521,RIVERBOAT CENTER,JOLIET,IL,60431,HAMPTON INN - JOLIET 80,39-1800804,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
2230,MCDONOUGH,JOLIET,IL,60436,JOLIET TERRACE NURSING CENTER,45-2841697,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
692,THEODORE,JOLIET,IL,60435,MICHALENE'S LIQUORS,26-4133303,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,CLASS A,CLASS A PREMISES & PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
1529,BROADWAY,JOLIET,IL,60435,LAMBERT MOBIL FOODSHOP,36-3822766,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,BAYS
928,JEFFERSON,JOLIET,IL,60435,LAMBERT PSF FOODSHOP,36-3822766,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
1411,RIVERBOAT CENTER,JOLIET,IL,60431,RIVERBOAT GAS & FOOD BP,26-4296238,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
3068,CATON FARM,JOLIET,IL,60435,BETTY'S BISTRO,45-4510375,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
2310,RT 59,PLAINFIELD,IL,60586,BETTY'S BISTRO,45-4510375,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
2410,JEFFERSON,JOLIET,IL,60435,PENNY'S PLACE,45-4510375,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1310,LARKIN,JOLIET,IL,60435,BONNY'S BISTRO,32-0394852,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
1621,JEFFERSON,JOLIET,IL,60435,SPEEDWAY 5376,31-1551430,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
124,RICHARDS,JOLIET,IL,60433,S & T FOOD MART/SAM'S EATERY,26-3845481,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
2138,JEFFERSON,JOLIET,IL,60435,SUPER CHINA BUFFET,80-0839717,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
777,HOLLYWOOD,JOLIET,IL,60436,HOLLYWOOD CASINO JOLIET,46-3408585,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
24,OHIO,JOLIET,IL,60432,LA HACIENDA BANQUET HALL,27-0215500,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,
511,CASS,JOLIET,IL,60432,ILLINOIS AUTO GLASS,32-0165205,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1984,ESSINGTON,JOLIET,IL,60435,HENRY ALES AUTOMOTIVE,36-3960267,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
611,JOYCE,JOLIET,IL,60436,HAMILTON'S  SMALL ENGINE REPAIR,20-8703601,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1900,ESSINGTON,JOLIET,IL,60435,JOLIET SUPER WASH,02-0632391,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
201,PAGE,JOLIET,IL,60432,JOLIET AUTO RADIATOR SERVICE,36-2967635,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1720,ESSINGTON,JOLIET,IL,60435,JACK'S CAR WASH AND OIL CHANGE,20-0987459,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2307,JEFFERSON,JOLIET,IL,60435,ARBY'S ROAST BEEF 5797,65-1246474,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
753,RUBY,JOLIET,IL,60435,THIRTY BUCK SPORTS BAR,36-3829119,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
251,CHICAGO,JOLIET,IL,60432,CHICKEN-N-SPICE,36-3534959,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
0,OUT OF AREA,,,,SYSCO CHICAGO,36-3677150,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
91,AIRPORT,JOLIET,IL,60431,KB CITGO 7,36-3899043,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
703,JACKSON,JOLIET,IL,60432,KING FISH & WING II,27-1679201,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
30,OHIO,JOLIET,IL,60432,LA NUEVA MICHOACANA,90-0685293,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2119,RT 59,PLAINFIELD,IL,60586,WENG LEE,27-0035836,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1321,RT 59,JOLIET,IL,60431,FRIACOS MEXICAN GRILL & CANTINA,46-2420344,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1801,INGALLS,JOLIET,IL,60435,WALGREENS 03929,36-2127039,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
1514,ESSINGTON,JOLIET,IL,60435,WALGREENS 03946,36-2127039,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
108,LARKIN,JOLIET,IL,60436,AUTO MEDICS,27-2801283,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
4822,CATON FARM,PLAINFIELD,IL,60586,WALGREENS 04828,36-1924025,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
2798,JEFFERSON,JOLIET,IL,60435,THORNTONS 302,35-1188206,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
358,CASS,JOLIET,IL,60432,WALGREENS 05386,36-2127039,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
2101,JEFFERSON,JOLIET,IL,60435,WALGREENS 07866,36-1924025,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
1163,JEFFERSON,JOLIET,IL,60435,WALGREENS 10772,36-2127039,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
151,JOLIET,JOLIET,IL,60432,HARRAH'S JOLIET CASINO,62-1522919,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS L RIVERBOAT/RELATED FAC,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,
1500,LARKIN,JOLIET,IL,60435,MARSHALLS 1131,04-3403979,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3000,JEFFERSON,JOLIET,IL,60435,INWOOD SPORTS COMPLEX,36-6005938,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS J GOVERNMENT/NON-PROFIT,
1507,JEFFERSON,JOLIET,IL,60435,MR SUBMARINE,20-0115363,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
0,OUT OF AREA,,,,HOMER TREE CARE,36-4161814,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,BUDD'S TREE SERVICE,,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
1441,RT 59,JOLIET,IL,60431,AUTO ZONE 0599,66-0557319,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,ARBOR TEK SERVICES,03-052408,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,STUMP'S TREE & STUMP,36-4285186,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,REASONABLE TREE EXPERTS,36-3875031,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,HORMEL FOODS SALES LLC,20-1832091,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,US FOODS INC,36-3642294,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,TURANO BAKING COMPANY,SSN,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,SCHWAN'S HOME SERVICE,41-0879087,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,BIMBO BAKERIES USA INC,75-2491201,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,PERFORMANCE  FOOD GROUP,84-0629503,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
2511,PLAINFIELD,JOLIET,IL,60435,AUTO ZONE 4405,66-0557319,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,PEPSI BEVERAGES COMPANY,36-1124288,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,NESTLE DSD COMPANY,94-2967523,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,LODERS-CROKLAAN USA LLC,35-2185756,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
2141,JEFFERSON,JOLIET,IL,60435,TONY'S PLACE,36-3817172,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
0,OUT OF AREA,,,,LOCKWOOD DAIRY COMPANY,26-0664949,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,LANDSHIRE DISTRIBUTION,37-0809863,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,DEAN TRANSPORTATION INC,34-1848896,WHOLESALE PURVEYOR 2ND CLASS,WHLSL 2ND,WHOLESALE PURVEYOR 2ND CLASS LICENSE,,,,,,,,,,,,,,,,,,,
