"","LOC NO","LOC STREET","LOC CITY","LOC STATE","LOC ZIP","DBA","FEIN/SSN","LIC TEXT2 (LIC 1)","CHG 1 DESC (LIC 1)","CHG 1 LONG DESC (LIC 1)","CYCLE CODE (LIC 2)","CYCLE DESC (LIC 2)","LIC TEXT1 (LIC 2)","LIC TEXT2 (LIC 2)","LIC TEXT4 (LIC 2)","CYCLE DESC (LIC 3)","LIC TEXT2 (LIC 3)","CHG 1 DESC (LIC 3)","CHG 1 LONG DESC (LIC 3)","CYCLE CODE (LIC 4)","CYCLE DESC (LIC 4)","LIC TEXT1 (LIC 4)","LIC TEXT2 (LIC 4)","LIC TEXT4 (LIC 4)","CYCLE CODE (LIC 5)","CYCLE DESC (LIC 5)","LIC TEXT1 (LIC 5)","LIC TEXT2 (LIC 5)","QTY STAT CD (LIC 5)","address...30","lon","lat","address...33"
"977",7176,"CATON FARM","PLAINFIELD","IL",60586,"SUBWAY 26243","27-4385091","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"7176 CATON FARM PLAINFIELD IL 60586",-88.2577725,41.564183,"7176 caton farm rd, plainfield, il 60586, usa"
"978",1354,"HOUBOLT","JOLIET","IL",60431,"SUBWAY 40805","45-4410260","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1354 HOUBOLT JOLIET IL 60431",-88.1677666,41.4970289,"1354 houbolt rd, joliet, il 60431, usa"
"979",121,"COLLINS","JOLIET","IL",60432,"SUBWAY 23472","26-3830587","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"121 COLLINS JOLIET IL 60432",-88.0731472,41.526836,"121 collins st, joliet, il 60432, usa"
"980",1560,"RT 59","JOLIET","IL",60431,"FAMILY VIDEO 384","37-1158001","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1560 RT 59 JOLIET IL 60431",-88.1989196,41.5501679,"1560 illinois rte 59, joliet, il 60431, usa"
"981",0,"OUT OF AREA",NA,NA,NA,"JOHNKE HEATING & AIR",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"982",1117,"PLAINFIELD","JOLIET","IL",60435,"WOLF'S FINE LINE TATTOO","36-4023402","TATTOO ARTIST","TAT ARTIST","TATTO ARTIST LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TATTOO ARTIST",NA,"BUSINESS LICENSE","TATTOO ARTIST","TAT ARTIST","TATTO ARTIST LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TATTOO ARTIST",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TATTOO ARTIST",NA,"1117 PLAINFIELD JOLIET IL 60435",-88.1092684,41.5438422,"1117 plainfield rd, joliet, il 60435, usa"
"983",3084,"HENNEPIN","JOLIET","IL",60431,"GOODWILL RETAIL SERVICES INC 74","39-2040239","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3084 HENNEPIN JOLIET IL 60431",-88.1565076,41.572808,"3084 hennepin dr, joliet, il 60431, usa"
"984",2602,"JEFFERSON","JOLIET","IL",60435,"PPG PAINTS","25-1612585","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2602 JEFFERSON JOLIET IL 60435",-88.1472394,41.5211445,"2602 w jefferson st, joliet, il 60435, usa"
"985",3001,"PLAINFIELD","JOLIET","IL",60435,"HOME DEPOT 1962","58-1583319","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3001 PLAINFIELD JOLIET IL 60435",-88.159207,41.579035,"3001 plainfield rd, joliet, il 60435, usa"
"986",1403,"PLAINFIELD","JOLIET","IL",60435,"KJI AUTO REPAIR","35-564470","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1403 PLAINFIELD JOLIET IL 60435",-88.1165819,41.5490712,"1403 plainfield rd, joliet, il 60435, usa"
"987",1745,"RT 59","PLAINFIELD","IL",60586,"LA FITNESS SMOOTHIE BAR","46-2554276","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1745 RT 59 PLAINFIELD IL 60586",-88.2037341,41.5532711,"1745 illinois rte 59, plainfield, il 60586, usa"
"988",2231,"JEFFERSON","JOLIET","IL",60435,"JOLIET TOWN AND COUNTRY LANES","36-2387509","COIN VENDING - AMUSEMENT","CN AMSNT","COIN VENDING - AMUSEMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"2231 JEFFERSON JOLIET IL 60435",-88.1363066,41.5232484,"2231 w jefferson st, joliet, il 60435, usa"
"989",674,"COLLINS","JOLIET","IL",60432,"MEMOS CARAMELOS","46-1847337","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","VENDOR - PUSH CARTS","PUSHCART","VENDOR PUSH CART LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"674 COLLINS JOLIET IL 60432",-88.0721355,41.5371019,"674 collins st, joliet, il 60432, usa"
"990",3340,"MALL LOOP","JOLIET","IL",60431,"ECOATM KIOSK 2 T-50","26-3879952","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"991",3088,"HENNEPIN","JOLIET","IL",60431,"DOLPHIN CAR WASH III","30-0682724","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","COIN VENDING-FOOD/SODA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3088 HENNEPIN JOLIET IL 60431",-88.157381,41.572694,"3088 hennepin dr, joliet, il 60431, usa"
"992",2101,"WESMERE","PLAINFIELD","IL",60586,"WESMERE COUNTRY CLUB","36-4019381","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2101 WESMERE PLAINFIELD IL 60586",-88.2148858,41.5596465,"2101 wesmere pkwy, plainfield, il 60586, usa"
"993",816,"JACKSON","JOLIET","IL",60432,"EL RODEO SPORTS BAR & GRILL","16-1740866","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS B PREMISES",NA,"816 JACKSON JOLIET IL 60432",-88.0610811,41.5315902,"816 e jackson st, joliet, il 60432, usa"
"994",2221,"JEFFERSON","JOLIET","IL",60435,"MORNINGSTAR TREASURE CHEST","36-2422510","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2221 JEFFERSON JOLIET IL 60435",-88.1353535,41.5228036,"2221 w jefferson st, joliet, il 60435, usa"
"995",2101,"RT 59","PLAINFIELD","IL",60586,"ARBY'S ROAST BEEF 7396","65-1163879","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2101 RT 59 PLAINFIELD IL 60586",-88.2007839,41.559954,"2101 illinois rte 59, plainfield, il 60544, usa"
"996",904,"HICKORY","JOLIET","IL",60435,"ARNIE'S AUTO BODY SUPPLY","36-2902545","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"904 HICKORY JOLIET IL 60435",-88.0865268,41.5401118,"904 n hickory st, joliet, il 60435, usa"
"997",3795,"CENTERPOINT","ELWOOD","IL",60421,"AUTOBAHN COUNTRY CLUB LLC","36-4330929","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","AMUSEMENT","AMUSEMENT","AMUSEMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","3795 CENTERPOINT ELWOOD IL 60421",-88.1277493,41.4564928,"3795 centerpoint way, elwood, il 60421, usa"
"998",454,"CASS","JOLIET","IL",60432,"FAMILY DOLLAR 21442","56-2056614","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454 CASS JOLIET IL 60432",-88.0707228,41.5275955,"454 e cass st, joliet, il 60432, usa"
"999",409,"CASS","JOLIET","IL",60432,"AUTO ZONE 645","66-0557319","PAINT SALES","PAINTSAL<1","PAINT SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"409 CASS JOLIET IL 60432",-88.0719446,41.5282404,"409 e cass st, joliet, il 60432, usa"
"1000",571,"COLLINS","JOLIET","IL",60432,"DOMINO'S PIZZA 2853","36-3971725","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"571 COLLINS JOLIET IL 60432",-88.0731545,41.5352297,"571 collins st, joliet, il 60432, usa"
"1001",2211,"JEFFERSON","JOLIET","IL",60435,"BAKERS SQUARE 220212","26-4371224","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2211 JEFFERSON JOLIET IL 60435",-88.1342097,41.5227071,"2211 w jefferson st, joliet, il 60435, usa"
"1002",1008,"HICKORY","JOLIET","IL",60435,"TED & SOPHIE'S","27-2920442","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","1008 HICKORY JOLIET IL 60435",-88.0867378,41.5423391,"1008 n hickory st, joliet, il 60435, usa"
"1003",3,"JACKSON","JOLIET","IL",60432,"BARON'S DESIGNS","36-2921835","MASSAGE SPA","MSSG SPA","MASSAGE SPA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 JACKSON JOLIET IL 60432",-88.0816737,41.5317173,"3 e jackson st, joliet, il 60432, usa"
"1004",330,"MADISON","JOLIET","IL",60435,"BASINGER'S MADISON PHARMACY","27-1275585","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"330 MADISON JOLIET IL 60435",-88.1342479,41.5290694,"330 madison st, joliet, il 60435, usa"
"1005",2850,"PLAINFIELD","JOLIET","IL",60435,"BED BATH & BEYOND 628","22-3612362","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2850 PLAINFIELD JOLIET IL 60435",-88.1593034,41.5755081,"2850 plainfield rd, joliet, il 60435, usa"
"1006",623,"WILCOX","JOLIET","IL",60435,"BIG CHILL","36-3965986","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"623 WILCOX JOLIET IL 60435",-88.0991487,41.5358234,"623 wilcox st, joliet, il 60435, usa"
"1007",510,"COLLINS","JOLIET","IL",60432,"TAQUERIA LOS COMALES","36-4373588","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"510 COLLINS JOLIET IL 60432",-88.0721736,41.5340979,"510 collins st, joliet, il 60432, usa"
"1008",3516,"CATON FARM","JOLIET","IL",60431,"V.I.P. SALON & SPA","72-1540666","MASSAGE SPA","MSSG SPA","MASSAGE SPA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3516 CATON FARM JOLIET IL 60431",-88.1689768,41.5648587,"3516 caton farm rd, joliet, il 60431, usa"
"1009",1220,"RICHARDS","JOLIET","IL",60433,"JJ FISH & CHICKEN","37-1427485","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1220 RICHARDS JOLIET IL 60433",-88.0699592,41.5018971,"1220 richards st, joliet, il 60433, usa"
"1010",568,"COLLINS","JOLIET","IL",60432,"JOLIET JEWELRY","27-3959427","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"568 COLLINS JOLIET IL 60432",-88.072419,41.535277,"568 collins st, joliet, il 60432, usa"
"1011",226,"CASS","JOLIET","IL",60432,"VELA'S TAP","20-3383712","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","226 CASS JOLIET IL 60432",-88.0763732,41.5276899,"226 e cass st, joliet, il 60432, usa"
"1012",350,"WASHINGTON","JOLIET","IL",60433,"MORNINGSTAR MISSION MINISTRIES","36-2422510","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350 WASHINGTON JOLIET IL 60433",-88.0725936,41.5239972,"350 e washington st, joliet, il 60433, usa"
"1013",0,"OUT OF AREA",NA,NA,NA,"ON THE GO VENDING","47-3544875","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"1014",0,"OUT OF AREA",NA,NA,NA,"EENINGEBURG QUALITY WATER","35-1332358","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"1015",3395,"BLACK","JOLIET","IL",60431,"BOOK AND BEAN CAFE LLC","36-4715096","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"3395 BLACK JOLIET IL 60431",-88.1663801,41.537336,"3395 black rd, joliet, il 60431, usa"
"1016",1028,"CORA","JOLIET","IL",60435,"THE HANGOVER","61-1664740","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","1028 CORA JOLIET IL 60435",-88.0904387,41.5433955,"1028 cora st, joliet, il 60435, usa"
"1017",1437,"LARKIN","JOLIET","IL",60435,"THOMAS TOYOTA OF JOLIET","35-1759334","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PAINT SALES/SHOP",NA,"BUSINESS LICENSE","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,"1437 LARKIN JOLIET IL 60435",-88.1268508,41.5496299,"1437 n larkin ave, joliet, il 60435, usa"
"1018",40,"MILLS","JOLIET","IL",60433,"RENDEL'S","36-2557439","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PAINT SALES/SHOP",NA,"BUSINESS LICENSE","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,"40 MILLS JOLIET IL 60433",-88.0797707,41.5013189,"40 mills rd, joliet, il 60433, usa"
"1019",2041,"RT 59","PLAINFIELD","IL",60586,"SHERWIN-WILLIAMS COMPANY","34-0526850","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2041 RT 59 PLAINFIELD IL 60586",-88.200841,41.5596234,"2041 illinois rte 59, plainfield, il 60586, usa"
"1020",118,"LARKIN","JOLIET","IL",60435,"SHERWIN-WILLIAMS COMPANY","34-05268550","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118 LARKIN JOLIET IL 60435",-88.123892,41.525856,"118 n larkin ave, joliet, il 60435, usa"
"1021",2358,"GLENWOOD","JOLIET","IL",60435,"SWAN CLEANERS & SERVICES","20-5052843","DRY CLEANER","DRY CLEANR","DRY CLEANER LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2358 GLENWOOD JOLIET IL 60435",-88.1398842,41.5291518,"2358 glenwood ave, joliet, il 60435, usa"
"1022",4100,"OLYMPIC","JOLIET","IL",60431,"CROWN LIFT TRUCKS","34-4412691","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4100 OLYMPIC JOLIET IL 60431",-88.1811174,41.4939793,"4100 olympic blvd, joliet, il 60431, usa"
"1023",1813,"CASS","JOLIET","IL",60432,"KNIGHTS OF COLUMBUS 4400","36-2685829","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","1813 CASS JOLIET IL 60432",-88.0366525,41.5315478,"1813 e cass st, joliet, il 60432, usa"
"1024",1500,"RT 59","JOLIET","IL",60431,"CULVER'S 271","11-3665704","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1500 RT 59 JOLIET IL 60431",-88.199032,41.5487782,"1500 illinois rte 59, joliet, il 60431, usa"
"1025",2900,"COLORADO","JOLIET","IL",60431,"DOLLAR TREE  03430","54-1387365","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2900 COLORADO JOLIET IL 60431",-88.1614121,41.5766395,"2900 colorado ave, joliet, il 60431, usa"
"1026",1504,"ESSINGTON","JOLIET","IL",60435,"EDIBLE ARRANGEMENTS","20-4510502","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1504 ESSINGTON JOLIET IL 60435",-88.1603181,41.5494661,"1504 essington rd, joliet, il 60435, usa"
"1027",2215,"RT 59","PLAINFIELD","IL",60586,"VITA BELLA PIZZA SOUTH","36-4276941","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2215 RT 59 PLAINFIELD IL 60586",-88.2011265,41.5613636,"2215 illinois rte 59, plainfield, il 60586, usa"
"1028",2231,"RT 59","PLAINFIELD","IL",60586,"WHITE CASTLE 87","31-4340520","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2231 RT 59 PLAINFIELD IL 60586",-88.2009362,41.5621017,"2231 illinois rte 59, plainfield, il 60586, usa"
