LOC.NO,LOC.STREET,LOC.CITY,LOC.STATE,LOC.ZIP,BUS.NAME,DBA,SSN,BUS.PHONE,LIC.TEXT2..LIC.1.,CHG.1.DESC..LIC.1.,CHG.1.LONG.DESC..LIC.1.,CYCLE.CODE..LIC.2.,CYCLE.DESC..LIC.2.,LIC.TEXT1..LIC.2.,LIC.TEXT2..LIC.2.,LIC.TEXT4..LIC.2.,CYCLE.DESC..LIC.3.,LIC.TEXT1..LIC.3.,LIC.TEXT2..LIC.3.,CHG.1.DESC..LIC.3.,CHG.1.LONG.DESC..LIC.3.,CYCLE.CODE..LIC.4.,CYCLE.DESC..LIC.4.,LIC.TEXT1..LIC.4.,LIC.TEXT2..LIC.4.,LIC.TEXT4..LIC.4.,CYCLE.CODE..LIC.5.,CYCLE.DESC..LIC.5.,LIC.TEXT1..LIC.5.,LIC.TEXT2..LIC.5.,QTY.STAT.CD..LIC.5.,QTY.CD.DESC..LIC.5.,address,lon,lat
22,CLINTON,JOLIET,IL,60432,THE JOLIET ROUTE 66 DINER,THE JOLIET ROUTE 66 DINER,47-4641307,815-690-3505,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,22 CLINTON JOLIET IL,-88.0804532,41.5267098
2601,PLAINFIELD,JOLIET,IL,60435,DICKS SPORTING GOODS,DICKS SPORTING GOODS,16-241537,724-273-3338,WEAPONS DEALER,WEAPONS,WEAPONS DEALER LICENSE,,,,,,,,,,,,,,,,,,,,,,2601 PLAINFIELD JOLIET IL,-88.152801,41.5745509
2951,JEFFERSON,JOLIET,IL,60435,WENGS ASIAN FOOD INC,CHINA COOK,37-4024912,312-753-9332,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2951 JEFFERSON JOLIET IL,-88.1548167,41.5226943
2625,INGALLS,JOLIET,IL,60435,MEDITERRANEAN INC,MEDITERRANEAN,61-1770123,815-212-0539,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2625 INGALLS JOLIET IL,-88.14819639999999,41.5442597
379,CHICAGO,JOLIET,IL,60436,STAR 1 INC,JOLIET SHELL,47-4991970,815-723-2111,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,379 CHICAGO JOLIET IL,-88.0816984,41.5168304
350,WARD,JOLIET,IL,60432,MEX MUFFLERS,MEX MUFFLERS,82-0593537,815-726-7892,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,350 WARD JOLIET IL,-88.0734344,41.5381935
1607,JEFFERSON,JOLIET,IL,60435,CONSUMERS FOOD & LIQUORS INC,CONSUMERS LIQUOR,36-3437994,815-474-9072,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1607 JEFFERSON JOLIET IL,-88.1204442,41.52330329999999
620,WILCOX,JOLIET,IL,60435,SONNY 620 FISH AND CHICKEN INC,MOODY'S FISH AND CHICKEN,47-5171037,815-722-7827,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,620 WILCOX JOLIET IL,-88.0986114,41.5356001
351,CASS,JOLIET,IL,60432,EL BURRITO ASADO CORP,EL BURRITO ASADO,47-4940245,815-726-1515,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,351 CASS JOLIET IL,-88.07350970000002,41.5281755
2611,JEFFERSON,JOLIET,IL,60435,ATTN FAYSAL MOHAMED,"MOOYAH BURGER, FRIES & SHAKES",46-4993198,815-725-5050,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2611 JEFFERSON JOLIET IL,-88.1471622,41.5221384
815,LARKIN,JOLIET,IL,60435,THE JONES FINANCIAL COMPANIES LLP,EDWARD D JONES & CO LP 87680,43-0345811,815-600-1811,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,,,,815 LARKIN JOLIET IL,-88.12580679999999,41.5380908
3340,MALL LOOP,JOLIET,IL,60431,SEARS OPERATIONS LLC,SEARS 1740,35-2524331,815-439-2200,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1524,THEODORE,JOLIET,IL,60435,A CUT ABOVE HAIR STUDIO,A CUT ABOVE HAIR STUDIO,36-3556678,815-725-2506,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,1524 THEODORE JOLIET IL,-88.119733,41.5515888
83,JEFFERSON,JOLIET,IL,60432,BASHIR AND SONS INC,BASHA LIQUOR,,708-935-4210,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,83 JEFFERSON JOLIET IL,-88.08415099999999,41.525228
40,LARAWAY,JOLIET,IL,60433,PILOT TRAVEL CENTERS LLC,PILOT TRAVEL CENTER #1024,34-1953155,865-588-7488,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,40 LARAWAY JOLIET IL,-88.0790852,41.4807758
40,LARAWAY,JOLIET,IL,60433,ARBY'S,ARBY'S,34-1953155,815-726-1638,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,40 LARAWAY JOLIET IL,-88.0790852,41.4807758
810,PLAINFIELD,JOLIET,IL,60435,JOE'S HOTDOGS JOLIET LLC,JOE'S HOT DOGS,47-5469184,815-723-6375,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,810 PLAINFIELD JOLIET IL,-88.1026717,41.5382788
2480,RT 59,PLAINFIELD,IL,60586,ADVANCED FRESH CONCEPTS FRANCHIS CORP,AFC SUSHI @ JEWEL OSCO #3080,45-0476056,815-254-3291,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2480 RT 59 PLAINFIELD IL,-88.19803619999999,41.5662751
3340,MALL LOOP,JOLIET,IL,60431,FUNFLATABLES FUN CENTERS INC,FUNFLATABLES,47-5609108,815-254-5959,AMUSEMENT,AMUSEMENT,AMUSEMENT LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
2049,RT 59,PLAINFIELD,IL,60586,CHAMPION'S SPORTS BAR,CHAMPION'S SPORTS BAR,47-4742384,630-660-8471,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,2049 RT 59 PLAINFIELD IL,-88.2007553,41.5596934
2352,GLENWOOD,JOLIET,IL,60435,CONSUMERS FOOD & LIQUORS INC,CONSUMERS LIQUOR,36-3437994,815-725-5745,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,2352 GLENWOOD JOLIET IL,-88.1397757,41.5291196
704,BENTON,JOLIET,IL,60432,"CASTILLO, HECTOR",CASTILLOS BROTHERS AUTO SERVICE,81-0789943,630-755-1481,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,704 BENTON JOLIET IL,-88.0635365,41.52974409999999
2417,JEFFERSON,JOLIET,IL,60435,MGTM CORPORATION,NEWSTAR JEWELERS,47-5503149,815-741-8502,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,2417 JEFFERSON JOLIET IL,-88.14248789999999,41.522713
3109,JEFFERSON,JOLIET,IL,60435,IZHAK CONVENIENT CO,TOBACCO & CIGARS,47-3361426,815-582-3109,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,3109 JEFFERSON JOLIET IL,-88.1584458,41.5220238
2531,PLAINFIELD,JOLIET,IL,60435,PRIDE RESTAURANTS LLC,DENNY'S,83-04969470,815-439-1914,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2531 PLAINFIELD JOLIET IL,-88.14933289999999,41.5715045
334,COLLINS,JOLIET,IL,60432,JOLIET FUEL & MINI MART INC,GULF FUEL & MINI MART,47-4673748,815-740-0839,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,334 COLLINS JOLIET IL,-88.0723019,41.531319
1134,PLAINFIELD,JOLIET,IL,60435,CONSUMERS FOOD & LIQUORS INC,CONSUMERS LIQUORS,,815-723-7331,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1134 PLAINFIELD JOLIET IL,-88.1105403,41.5438481
428,JACKSON,JOLIET,IL,60432,RUDY'S TIRE SHOP INC,RUDY'S TIRE SHOP,47-5565401,224-200-1880,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,428 JACKSON JOLIET IL,-88.07082609999999,41.5316411
205,RUBY,JOLIET,IL,60435,"SANCHEZ, FRANCISCO",PANADERIA Y TAMALERIA SANCHEZ,81-073692,779-875-3474,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,205 RUBY JOLIET IL,-88.0856012,41.5375105
2419,JEFFERSON,JOLIET,IL,60435,AMIGOS COMPLETE AUTO DETAILING,AMIGOS COMPLETE AUTO DETAILING,47-4980908,815-730-6896,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,2419 JEFFERSON JOLIET IL,-88.14237,41.5229688
1030,HICKORY,JOLIET,IL,60435,MARISCOS EL HUICHOL NVS CORP,MARISCOS EL HUICHOL,81-0797553,815-630-4266,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,1030 HICKORY JOLIET IL,-88.08665649999999,41.5434891
116,JACKSON,JOLIET,IL,60432,TREASURE HUNT THRIFT INC,FLEA MARKET OF JOLIET,46-5672603,815-582-3916,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,116 JACKSON JOLIET IL,-88.0784393,41.5315142
116,JACKSON,JOLIET,IL,60432,JOLIET TOBACCO PLUS INC,JOLIET TOBACCO PLUS,47-5117334,815-582-3916,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,,,,,,,,,,,116 JACKSON JOLIET IL,-88.0784393,41.5315142
0,OUT OF AREA,,,NA,B & B AMUSEMENT OF ILLINOIS LLC,B & B AMUSEMENT OF ILLINOIS,27-3586290,309-585-2077,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
1747,IRISH INDIAN,JOLIET,IL,60436,US VENTURE INC,U.S. GAIN,39-0964014,920-243-5786,GAS STATION,GAS STATN,GAS STATION LICENSE,,,,,,,,,,,,,,,,,,,,,,1747 IRISH INDIAN JOLIET IL,-88.141049,41.4906411
805,KELLY,JOLIET,IL,60435,TORTILLERIA ROSITA LLC,TORTILLERIA ROSITA,47-4192926,815-666-1128,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,805 KELLY JOLIET IL,-88.1001137,41.5379625
3235,NORMAN,JOLIET,IL,60431,NARAYAN SWARUP LLC,COMFORT INN NORTH JOLIET,45-5360325,815-370-3074,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,3235 NORMAN JOLIET IL,-88.16352400000001,41.58291699999999
3043,THEODORE,JOLIET,IL,60435,DONUT DEN,DONUT DEN,80-0421564,630-730-2621,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3043 THEODORE JOLIET IL,-88.1576796,41.551451900000004
160,CENTER,JOLIET,IL,60436,D'BRAVO AUTO REPAIR CORP,D'BRAVO AUTO REPAIR,81-0798611,815-603-2757,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,160 CENTER JOLIET IL,-88.09073699999999,41.5202281
457,CASS,JOLIET,IL,60432,DOLLAR TREE STORES INC,DOLLAR TREE STORES 06087,54-1387365,815-727-2346,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,457 CASS JOLIET IL,-88.07062529999999,41.5284718
2410,JEFFERSON,JOLIET,IL,60435,OM JOLIET WINGS INC,WINGSTOP,47-5085195,779-777-2126,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS D PREMISES-BEER & WINE,CLASS D,CLASS D PREMISES - BEER & WINE,,,,,,,,,,,,2410 JEFFERSON JOLIET IL,-88.1422595,41.5216344
310,MANHATTAN,JOLIET,IL,60433,SURREY GROUP 52 INC,MARATHON GAS STATION,81-1057164,815-774-9277,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,310 MANHATTAN JOLIET IL,-88.072867,41.500782
714,JEFFERSON,JOLIET,IL,60435,ELITE AUTO REPAIR INC,ELITE AUTO REPAIR,80-0798793,815-726-6100,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,714 JEFFERSON JOLIET IL,-88.10020779999999,41.5235242
1415,PLAINFIELD,JOLIET,IL,60435,LIQUOR EXPRESS LTD,LIQUOR EXPRESS,,815-545-5502,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,,,,,,,,,,,,,,,,,1415 PLAINFIELD JOLIET IL,-88.1170612,41.5494413
1385,LARKIN,JOLIET,IL,60435,ALL TUNE AND LUBE,ALL TUNE AND LUBE,47-2323010,630-920-6399,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1385 LARKIN JOLIET IL,-88.1258489,41.5471616
2231,JEFFERSON,JOLIET,IL,60435,ER LUEVANO ENTERPRISES INC,JODY'S PIZZA & GRINDERS,22-3978393,815-666-1485,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2231 JEFFERSON JOLIET IL,-88.13631600000001,41.5232644
0,OUT OF AREA,,,NA,SNACK-PRO VENDING,SNACK-PRO VENDING,20-1934585,708-798-7665,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
1600,LARKIN,JOLIET,IL,60435,JLQ INC,JIFFY LUBE 233,30-0846946,815-744-2325,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1600 LARKIN JOLIET IL,-88.1255541,41.5519762
1644,JEFFERSON,JOLIET,IL,60435,JLQ INC,JIFFY LUBE 2567,30-0846946,773-318-4937,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1644 JEFFERSON JOLIET IL,-88.12199430000001,41.52244710000001
2421,JEFFERSON,JOLIET,IL,60435,LONG JOHN SILVERS,LONG JOHN SILVERS,47-4531401,815-725-5622,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2421 JEFFERSON JOLIET IL,-88.1428054,41.522598
1233,WASHINGTON,JOLIET,IL,60433,SUPREME TOWING INC,SUPREME AUTO SALES,45-3787790,815-207-9714,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,1233 WASHINGTON JOLIET IL,-88.049245,41.5247839
120,LARKIN,JOLIET,IL,60435,"SONG, HO NAM",COUNTRY CLUB CLEANERS,20-1392160,630-292-2562,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,120 LARKIN JOLIET IL,-88.1240883,41.5195039
3501,CHANNAHON,JOLIET,IL,60436,MI RANCHO MEXICAN RESTAURANT FV INC,MI RANCHO MEXICAN RESTAURANT,81-1388329,815-725-5969,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,3501 CHANNAHON JOLIET IL,-88.1640216,41.4797486
3501,CHANNAHON,JOLIET,IL,60436,MI RANCHO MEXICAN RESTAURANT FV INC,MI RANCHO MEXICAN RESTAURANT,81-1388329,815-725-5969,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,3501 CHANNAHON JOLIET IL,-88.1640216,41.4797486
2424,JEFFERSON,JOLIET,IL,60435,"ECOATM, LLC",ECOATM (INSIDE WALMART),26-3879952,858-255-4111,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,2424 JEFFERSON JOLIET IL,-88.14234909999999,41.51900200000001
1007,ESSINGTON,JOLIET,IL,60435,AVN LIQUOR CORPORATION INC,LIQUOR TOWN,46-3681402,815-582-4811,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1007 ESSINGTON JOLIET IL,-88.16163610000001,41.5402877
2308,RT 59,PLAINFIELD,IL,60586,K/PIZZA INC,GEORGIO'S OVEN FRESH PIZZA,47-5652930,815-577-8900,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2308 RT 59 PLAINFIELD IL,-88.198593,41.5637047
935,JEFFERSON,JOLIET,IL,60435,DK AUTO SERVICE INC,DK AUTO SERVICE,26-3039797,708-774-4040,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,935 JEFFERSON JOLIET IL,-88.10593519999999,41.52343279999999
406,SCOTT,JOLIET,IL,60432,BIRRIERIA Y TAQUERIA GUADALJARA INC,BIRRIERIA  Y TAQUERIA  GUADALJARA,45-3847378,779-206-2612,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,406 SCOTT JOLIET IL,-88.0800804,41.5321181
18,LARKIN,JOLIET,IL,60436,SAM 1 INC,TOBACCO,46-3987304,708-691-6862,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,,,,,,,,,,,18 LARKIN JOLIET IL,-88.12392369999999,41.521289
426,CHICAGO,JOLIET,IL,60436,D & C MUFFLERS AND BRAKES,D & C MUFFLERS AND BRAKES,81-2083765,815-505-4618,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,426 CHICAGO JOLIET IL,-88.0813491,41.51584889999999
617,COLLINS,JOLIET,IL,60432,LAS DELICIAS DE MICHOACAN INC,PALETERIA LAS DELICIAS DE MIC HOACAN,45-5180485,815-714-2184,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,617 COLLINS JOLIET IL,-88.07300029999999,41.5358495
116,LARKIN,JOLIET,IL,60435,EDDIE'S RESTAURANT COMPANY INC,KFC D046025,81-1505744,815-744-5748,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,116 LARKIN JOLIET IL,-88.1242261,41.5256202
2221,RT 59,PLAINFIELD,IL,60586,EDDIE'S RESTAURANT COMPANY INC,KFC D046015,81-1505744,815-919-9197,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2221 RT 59 PLAINFIELD IL,-88.2026814,41.6277573
1000,GARDNER,JOLIET,IL,60433,GARDNER FOOD MART INC,GARDNER FOOD MART,74-3230671,815-722-4401,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1000 GARDNER JOLIET IL,-88.07806599999999,41.5054079
1103,PLAINFIELD,JOLIET,IL,60435,JAI MATAJI1 INC,BEL-AIR MOTEL,47-2176927,815-723-8340,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,1103 PLAINFIELD JOLIET IL,-88.10762199999999,41.5426445
1213,BROADWAY,JOLIET,IL,60435,GILLO'S TIRES INC,GILLO'S TIRES,81-2551710,630-340-6089,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1213 BROADWAY JOLIET IL,-88.08662389999999,41.5461798
2700,MCDONOUGH,JOLIET,IL,60436,APL LOGISTICS WAREHOUSE MANAGEMENT,APL LOGISTICS WAREHOUSE MANAGEMENT,59-2042072,331-212-2379,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,,,,2700 MCDONOUGH JOLIET IL,-88.14757499999999,41.512823
4000,ROCK CREEK,JOLIET,IL,60431,DSC LOGISTICS INC,DSC LOGISTICS,36-3620628,847-390-6800,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,,,,4000 ROCK CREEK JOLIET IL,-88.1777287,41.4901108
650,RUBY,JOLIET,IL,60435,LOVE IT AGAIN,LOVE IT AGAIN,81-2218726,779-205-3869,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,650 RUBY JOLIET IL,-88.0985196,41.5377082
